path,label,nuc_area,nuc_perimeter,nuc_circularity,nuc_eccentricity,nuc_solidity,nuc_extent,nuc_major_minor_ratio,nuc_roughness,nuc_convexity,cell_area,cell_perimeter,cell_circularity,cell_eccentricity,cell_solidity,cell_extent,cell_major_minor_ratio,cell_roughness,cell_convexity,ring1_area,ring1_perimeter,ring1_circularity,ring1_eccentricity,ring1_solidity,ring1_extent,ring1_major_minor_ratio,ring1_roughness,ring1_convexity,ring2_area,ring2_perimeter,ring2_circularity,ring2_eccentricity,ring2_solidity,ring2_extent,ring2_major_minor_ratio,ring2_roughness,ring2_convexity,nuc_area_frac,nuc_mean_b,nuc_mean_g,nuc_mean_r,nuc_std_b,nuc_std_g,nuc_std_r,nuc_mean_gray,nuc_std_gray,cell_area_frac,cell_mean_b,cell_mean_g,cell_mean_r,cell_std_b,cell_std_g,cell_std_r,cell_mean_gray,cell_std_gray,ring1_area_frac,ring1_mean_b,ring1_mean_g,ring1_mean_r,ring1_std_b,ring1_std_g,ring1_std_r,ring1_mean_gray,ring1_std_gray,ring2_area_frac,ring2_mean_b,ring2_mean_g,ring2_mean_r,ring2_std_b,ring2_std_g,ring2_std_r,ring2_mean_gray,ring2_std_gray,delta1_mean_b,delta1_std_b,delta2_mean_b,delta2_std_b,delta1_mean_g,delta1_std_g,delta2_mean_g,delta2_std_g,delta1_mean_r,delta1_std_r,delta2_mean_r,delta2_std_r,delta1_mean_gray,delta1_std_gray,delta2_mean_gray,delta2_std_gray,ratio_nuc_cell,ratio_ring1_cell,ratio_ring2_cell,ratio_nuc_ring1,ratio_nuc_ring2,lbp_nuc_00,lbp_nuc_01,lbp_nuc_02,lbp_nuc_03,lbp_nuc_04,lbp_nuc_05,lbp_nuc_06,lbp_nuc_07,lbp_nuc_08,lbp_nuc_09,lbp_nuc_10,lbp_nuc_11,lbp_nuc_12,lbp_nuc_13,lbp_nuc_14,lbp_nuc_15,lbp_nuc_16,lbp_nuc_17,lbp_nuc_18,lbp_nuc_19,lbp_nuc_20,lbp_nuc_21,lbp_nuc_22,lbp_nuc_23,lbp_nuc_24,lbp_nuc_25,lbp_nuc_26,lbp_nuc_27,lbp_nuc_28,lbp_nuc_29,lbp_nuc_30,lbp_nuc_31,lbp_ring1_00,lbp_ring1_01,lbp_ring1_02,lbp_ring1_03,lbp_ring1_04,lbp_ring1_05,lbp_ring1_06,lbp_ring1_07,lbp_ring1_08,lbp_ring1_09,lbp_ring1_10,lbp_ring1_11,lbp_ring1_12,lbp_ring1_13,lbp_ring1_14,lbp_ring1_15,lbp_ring1_16,lbp_ring1_17,lbp_ring1_18,lbp_ring1_19,lbp_ring1_20,lbp_ring1_21,lbp_ring1_22,lbp_ring1_23,lbp_ring1_24,lbp_ring1_25,lbp_ring1_26,lbp_ring1_27,lbp_ring1_28,lbp_ring1_29,lbp_ring1_30,lbp_ring1_31,lbp_ring2_00,lbp_ring2_01,lbp_ring2_02,lbp_ring2_03,lbp_ring2_04,lbp_ring2_05,lbp_ring2_06,lbp_ring2_07,lbp_ring2_08,lbp_ring2_09,lbp_ring2_10,lbp_ring2_11,lbp_ring2_12,lbp_ring2_13,lbp_ring2_14,lbp_ring2_15,lbp_ring2_16,lbp_ring2_17,lbp_ring2_18,lbp_ring2_19,lbp_ring2_20,lbp_ring2_21,lbp_ring2_22,lbp_ring2_23,lbp_ring2_24,lbp_ring2_25,lbp_ring2_26,lbp_ring2_27,lbp_ring2_28,lbp_ring2_29,lbp_ring2_30,lbp_ring2_31,nuc_glcm_contrast,nuc_glcm_homogeneity,nuc_glcm_energy,nuc_glcm_correlation,ring1_glcm_contrast,ring1_glcm_homogeneity,ring1_glcm_energy,ring1_glcm_correlation,ring2_glcm_contrast,ring2_glcm_homogeneity,ring2_glcm_energy,ring2_glcm_correlation
/home/ubuntu/all-idb/dataset/leukemia/Im053_1.tif,1,10173.000000,396.333038,0.813839,0.506314,0.974892,0.740716,1.159623,3.929486,0.928852,10441.500000,396.918823,0.832855,0.505657,0.976571,0.741584,1.159105,3.884367,0.937590,17.000000,164.024384,0.007940,0.964943,0.032106,0.007805,3.810092,39.781757,0.904251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.157837,125.454178,31.979021,88.353828,8.617406,17.405458,11.480081,59.495747,13.766671,0.161942,125.805710,33.663055,89.243195,9.122528,20.178602,12.770187,60.789974,15.843306,0.004105,139.323425,98.420074,123.442383,15.502112,10.607133,12.888477,110.557617,8.617083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-13.869247,-6.884706,125.454178,8.617406,-66.441055,6.798326,31.979021,17.405458,-35.088554,-1.408397,88.353828,11.480081,-51.061871,5.149589,59.495747,13.766671,0.974654,0.025346,0.000000,38.453533,10343999864832.000000,0.067382,0.042633,0.013534,0.076179,0.004350,0.001740,0.014018,0.080626,0.013921,0.003964,0.001257,0.005510,0.012568,0.004254,0.023202,0.081207,0.065449,0.025715,0.003094,0.020978,0.002707,0.001547,0.002804,0.021655,0.083043,0.021462,0.004254,0.015081,0.062548,0.018852,0.055684,0.148782,0.014870,0.055762,0.000000,0.074349,0.000000,0.000000,0.000000,0.096654,0.003717,0.000000,0.000000,0.000000,0.000000,0.000000,0.011152,0.189591,0.070632,0.014870,0.000000,0.000000,0.000000,0.000000,0.000000,0.007435,0.092937,0.007435,0.000000,0.003717,0.115242,0.000000,0.219331,0.022305,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im054_1.tif,1,8231.500000,352.090393,0.834412,0.552877,0.978136,0.703547,1.200101,3.880741,0.943670,8460.500000,356.090393,0.838466,0.559119,0.979565,0.709893,1.206146,3.871348,0.943759,17.500000,140.267029,0.011177,0.907972,0.036881,0.008974,2.386464,33.530231,0.916673,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127884,124.373222,28.804678,84.998451,10.280046,17.225288,13.041594,56.502804,14.309936,0.131409,124.545982,30.473410,85.951118,10.500032,19.822969,14.154153,57.787041,16.174349,0.003525,130.813858,91.017319,120.515152,15.353694,10.865556,8.396480,104.380951,9.635449,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-6.440636,-5.073648,124.373222,10.280046,-62.212639,6.359733,28.804678,17.225288,-35.516701,4.645114,84.998451,13.041594,-47.878147,4.674486,56.502804,14.309936,0.973177,0.026823,0.000000,36.281384,8381000056832.000000,0.061926,0.030903,0.011335,0.065147,0.005727,0.002267,0.017182,0.097602,0.012051,0.003102,0.001790,0.005847,0.017659,0.003460,0.027682,0.089727,0.036869,0.018375,0.004295,0.021239,0.002148,0.001193,0.003580,0.018136,0.081136,0.022074,0.005011,0.012648,0.071113,0.018733,0.065863,0.164181,0.008658,0.069264,0.000000,0.095238,0.000000,0.000000,0.000000,0.021645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004329,0.090909,0.142857,0.025974,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.259740,0.000000,0.000000,0.000000,0.181818,0.000000,0.077922,0.021645,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im055_1.tif,1,11420.500000,416.232544,0.828367,0.298531,0.968660,0.726033,1.047779,3.894875,0.944953,11765.500000,421.060974,0.833931,0.286637,0.973240,0.730187,1.043799,3.881859,0.944718,54.500000,334.492432,0.006121,0.460401,0.016022,0.006348,1.126493,45.309372,0.840613,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.177002,126.946297,33.714657,82.567673,10.874359,19.880758,15.790763,58.953621,16.715940,0.182297,127.235458,35.452332,83.582657,11.194577,22.111290,16.703007,60.310287,18.323509,0.005295,136.902023,93.541786,117.512970,16.288702,12.030478,9.176573,105.662827,10.019512,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-9.955727,-5.414343,126.946297,10.874359,-59.827129,7.850281,33.714657,19.880758,-34.945297,6.614190,82.567673,15.790763,-46.709206,6.696428,58.953621,16.715940,0.970955,0.029045,0.000000,33.429394,11599999926272.000000,0.058793,0.041121,0.013966,0.059569,0.007155,0.002586,0.016638,0.093966,0.015086,0.003707,0.001897,0.005345,0.018362,0.003793,0.029224,0.082500,0.032069,0.016379,0.002845,0.018966,0.002155,0.001207,0.003793,0.020086,0.063362,0.018879,0.004483,0.014138,0.067931,0.018103,0.084224,0.177672,0.017291,0.216138,0.000000,0.051873,0.002882,0.000000,0.002882,0.048991,0.000000,0.000000,0.000000,0.000000,0.002882,0.000000,0.008646,0.040346,0.089337,0.031700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.204611,0.000000,0.000000,0.000000,0.118156,0.000000,0.135447,0.028818,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im056_1.tif,1,9170.000000,404.475189,0.704361,0.468282,0.967912,0.731260,1.131761,4.223837,0.858447,9503.500000,370.433533,0.870308,0.388379,0.985994,0.751265,1.085187,3.799868,0.944741,137.000000,96.568542,0.184612,0.893399,0.513109,0.249091,2.225857,8.250407,0.717374,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142563,105.059509,22.806807,68.049446,8.623320,14.373008,10.192691,45.710155,11.564547,0.147446,105.634796,24.846218,69.110733,9.382299,18.034445,11.648041,47.289970,14.331716,0.004883,122.431252,84.390625,100.096878,13.973020,11.077310,8.408329,93.415627,9.858010,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-17.371742,-5.349700,105.059509,8.623320,-61.583817,3.295698,22.806807,14.373008,-32.047432,1.784362,68.049446,10.192691,-47.705471,1.706536,45.710155,11.564547,0.966884,0.033116,0.000000,29.196875,9342999855104.000000,0.075993,0.044204,0.014770,0.074815,0.004923,0.004174,0.012737,0.064540,0.013700,0.004602,0.002569,0.004067,0.014984,0.004709,0.029648,0.064112,0.043455,0.023868,0.003211,0.022156,0.001713,0.001927,0.004281,0.021942,0.060794,0.024296,0.005352,0.014984,0.067965,0.021085,0.073424,0.174997,0.028125,0.046875,0.006250,0.103125,0.003125,0.000000,0.009375,0.081250,0.012500,0.003125,0.000000,0.000000,0.003125,0.000000,0.000000,0.096875,0.090625,0.012500,0.003125,0.009375,0.000000,0.000000,0.000000,0.000000,0.181250,0.012500,0.000000,0.006250,0.131250,0.006250,0.093750,0.059375,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im057_1.tif,1,6130.000000,304.735046,0.829517,0.208626,0.974873,0.773990,1.022499,3.892174,0.927692,65025.000000,1020.000000,0.785398,0.000000,1.000000,0.992203,0.000000,4.000000,1.000000,9336.000000,365.362488,0.878866,0.184366,0.988774,0.785859,1.017441,3.781321,0.947146,14807.000000,456.960449,0.891086,0.136972,0.991828,0.788949,1.009515,3.755304,0.950696,0.095535,107.868713,19.093435,65.491776,9.529384,14.456243,10.924746,43.086407,12.283976,1.000000,141.565109,131.443222,139.608688,17.976063,40.880192,26.795135,135.040115,33.770649,0.049332,147.320129,144.713882,146.534180,9.745217,18.477081,13.772875,145.554901,15.563788,0.084091,150.584106,149.374710,151.145523,10.754369,13.346241,8.239269,150.042282,11.386809,-39.451416,-0.215834,-42.715393,-1.224985,-125.620445,-4.020839,-130.281281,1.110002,-81.042404,-2.848129,-85.653748,2.685476,-102.468491,-3.279813,-106.955872,0.897166,0.095535,0.049332,0.084091,1.936591,1.136091,0.078262,0.038492,0.017409,0.060693,0.007507,0.001437,0.014055,0.066283,0.018687,0.005750,0.002076,0.006229,0.013576,0.003514,0.022520,0.061651,0.044721,0.018847,0.007187,0.022201,0.002875,0.002236,0.004951,0.021243,0.062290,0.026833,0.005750,0.016451,0.071554,0.023638,0.068999,0.182080,0.051655,0.038664,0.011444,0.073616,0.003402,0.000309,0.009589,0.079493,0.012682,0.001237,0.002165,0.003712,0.011444,0.003712,0.021961,0.071451,0.082895,0.015466,0.003712,0.011444,0.000928,0.000309,0.002165,0.009279,0.128054,0.013919,0.001547,0.014228,0.087535,0.013300,0.084442,0.134241,0.051715,0.024859,0.016875,0.047904,0.006895,0.002359,0.012702,0.058792,0.012883,0.003992,0.002722,0.007621,0.010524,0.002540,0.024134,0.072219,0.031755,0.022138,0.005262,0.023771,0.001452,0.000726,0.003811,0.019416,0.060606,0.026311,0.007984,0.023408,0.050445,0.022682,0.068590,0.272909,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im058_1.tif,1,9055.000000,359.019318,0.882801,0.333767,0.988213,0.762719,1.060833,3.772885,0.950730,9305.500000,365.261963,0.876477,0.335025,0.987112,0.755807,1.061335,3.786471,0.947448,13.000000,32.627419,0.153457,0.981685,0.530612,0.111111,5.249034,9.049217,0.927459,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.140518,110.376808,24.435335,70.572159,9.526997,16.038069,11.456426,48.030403,13.185058,0.144806,110.989357,26.353952,71.567017,10.286773,19.358974,12.842509,49.524235,15.682307,0.003937,131.639542,91.073647,104.802322,13.546000,9.639953,12.715876,99.813957,10.195201,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-21.262733,-4.019003,110.376808,9.526997,-66.638313,6.398116,24.435335,16.038069,-34.230164,-1.259450,70.572159,11.456426,-51.783554,2.989857,48.030403,13.185058,0.970390,0.027187,0.002424,35.693798,400.391296,0.072538,0.055706,0.015963,0.078184,0.005104,0.002389,0.017266,0.073298,0.013574,0.005538,0.002823,0.005755,0.013465,0.004561,0.025193,0.073298,0.041698,0.023564,0.004887,0.022369,0.002280,0.001846,0.002389,0.021826,0.057444,0.020089,0.004126,0.015528,0.056249,0.020958,0.064502,0.175589,0.007752,0.100775,0.000000,0.143411,0.000000,0.000000,0.000000,0.077519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.139535,0.085271,0.027132,0.000000,0.003876,0.000000,0.000000,0.000000,0.000000,0.135659,0.000000,0.000000,0.000000,0.147287,0.000000,0.116279,0.015504,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im059_1.tif,1,9379.000000,386.132019,0.790487,0.438946,0.971112,0.735031,1.112949,3.987104,0.908377,9762.500000,374.918823,0.872763,0.378106,0.985365,0.758194,1.080191,3.794519,0.946266,151.500000,197.722870,0.048698,0.901973,0.207534,0.067846,2.315925,16.063885,0.837526,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.145599,110.644096,25.008698,71.433243,7.948294,16.018639,10.626827,48.651539,12.806422,0.151413,111.529076,27.552252,72.600319,9.077262,20.261053,12.066767,50.595184,15.935863,0.005814,133.692917,91.254593,101.829399,7.275795,6.722920,8.691854,99.272964,6.519829,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-23.048820,0.672499,110.644096,7.948294,-66.245895,9.295719,25.008698,16.018639,-30.396156,1.934974,71.433243,10.626827,-50.621426,6.286593,48.651539,12.806422,0.961604,0.038396,0.000000,25.044619,9541999656960.000000,0.077447,0.046217,0.013938,0.065919,0.005659,0.001886,0.012786,0.063404,0.014567,0.004402,0.002201,0.004402,0.015825,0.002515,0.027353,0.065395,0.052505,0.022742,0.005240,0.022008,0.003039,0.001677,0.005030,0.020122,0.081010,0.024523,0.003982,0.015091,0.067596,0.021065,0.064661,0.165793,0.065617,0.086614,0.002625,0.081365,0.000000,0.002625,0.005249,0.057743,0.005249,0.000000,0.000000,0.000000,0.005249,0.000000,0.015748,0.083990,0.086614,0.073491,0.005249,0.013123,0.002625,0.000000,0.002625,0.005249,0.091864,0.015748,0.000000,0.007874,0.128609,0.007874,0.078740,0.068241,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im060_1.tif,1,8735.500000,363.747253,0.829656,0.482614,0.970395,0.697278,1.141770,3.891848,0.942389,8970.500000,367.404114,0.835100,0.489597,0.973414,0.697009,1.146856,3.879142,0.944159,33.000000,98.426407,0.042806,0.399755,0.146341,0.057692,1.090962,17.133839,0.924849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.135651,109.076378,23.809448,69.951294,8.796699,13.848657,12.268710,47.321148,11.687774,0.139252,109.297829,25.327635,70.855576,9.067602,16.621367,13.516006,48.507671,13.726385,0.003601,117.639832,82.516953,104.919495,13.895553,10.065660,14.248621,93.203392,9.450639,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-8.563454,-5.098854,109.076378,8.796699,-58.707504,3.782997,23.809448,13.848657,-34.968201,-1.979911,69.951294,12.268710,-45.882244,2.237135,47.321148,11.687774,0.974140,0.025860,0.000000,37.669491,8890000343040.000000,0.074803,0.048144,0.013611,0.081440,0.006187,0.002250,0.012036,0.061642,0.013273,0.003825,0.001125,0.003712,0.013386,0.003600,0.028909,0.069966,0.046457,0.021935,0.003937,0.025759,0.002137,0.001687,0.004049,0.018110,0.070979,0.024972,0.005287,0.013836,0.067492,0.017885,0.071991,0.165579,0.004237,0.046610,0.000000,0.118644,0.004237,0.000000,0.008475,0.144068,0.000000,0.000000,0.000000,0.000000,0.004237,0.000000,0.021186,0.186441,0.063559,0.004237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.127119,0.000000,0.000000,0.000000,0.122881,0.000000,0.127119,0.016949,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im061_1.tif,1,9196.000000,364.676178,0.868948,0.316377,0.982269,0.739704,1.054148,3.802839,0.946984,9492.500000,368.918823,0.876453,0.310400,0.987876,0.750040,1.051960,3.786522,0.947296,53.000000,104.911690,0.060512,0.994052,0.338658,0.064010,9.182250,14.410728,0.929042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.142700,110.933807,24.689371,72.970917,10.918030,16.687103,12.627478,48.957870,13.726810,0.147247,111.167671,26.534197,73.931190,11.384986,19.552279,13.651381,50.354507,15.743680,0.004547,118.506714,84.429527,104.067116,20.021841,13.495589,9.677806,94.184563,11.440955,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-7.572906,-9.103811,110.933807,10.918030,-59.740158,3.191514,24.689371,16.687103,-31.096199,2.949672,72.970917,12.627478,-45.226692,2.285854,48.957870,13.726810,0.969119,0.030881,0.000000,31.382551,9351999782912.000000,0.069504,0.052395,0.015505,0.087040,0.006630,0.003208,0.013152,0.079127,0.013794,0.004170,0.001604,0.004919,0.014970,0.004170,0.024594,0.072498,0.046835,0.024380,0.004170,0.023631,0.001711,0.001711,0.002352,0.022562,0.057956,0.022669,0.004170,0.015932,0.061056,0.020317,0.062126,0.161142,0.030201,0.043624,0.013423,0.083893,0.000000,0.000000,0.003356,0.077181,0.003356,0.003356,0.000000,0.000000,0.003356,0.000000,0.013423,0.046980,0.110738,0.023490,0.006711,0.003356,0.003356,0.000000,0.000000,0.006711,0.154362,0.003356,0.003356,0.003356,0.151007,0.000000,0.181208,0.026846,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im062_1.tif,1,7619.500000,340.776703,0.824511,0.581884,0.969525,0.726636,1.229601,3.903972,0.938497,7930.000000,344.190918,0.841171,0.588262,0.977082,0.726989,1.236598,3.865118,0.942643,68.000000,126.083260,0.053753,0.986839,0.258065,0.112397,6.184132,15.289841,0.881427,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.118484,108.486412,22.019318,69.014297,8.751545,15.983713,10.657589,45.929428,12.818217,0.123245,109.260490,24.605547,70.368454,9.818142,20.386665,12.560649,47.940945,16.163652,0.004761,128.525635,88.971153,104.070511,14.257453,9.575065,8.717145,98.003204,8.208617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-20.039223,-5.505908,108.486412,8.751545,-66.951836,6.408648,22.019318,15.983713,-35.056213,1.940444,69.014297,10.657589,-52.073776,4.609600,45.929428,12.818217,0.961372,0.038628,0.000000,24.887821,7764999929856.000000,0.074179,0.032196,0.016355,0.064520,0.007083,0.002833,0.017257,0.075724,0.016871,0.004379,0.002318,0.003606,0.014681,0.003220,0.021507,0.060142,0.054604,0.024598,0.005666,0.024984,0.002833,0.001674,0.003863,0.019704,0.079845,0.028203,0.004894,0.018674,0.070573,0.020348,0.053831,0.168835,0.025641,0.022436,0.000000,0.054487,0.000000,0.000000,0.000000,0.147436,0.000000,0.000000,0.000000,0.000000,0.003205,0.000000,0.000000,0.128205,0.150641,0.035256,0.003205,0.006410,0.003205,0.000000,0.000000,0.003205,0.125000,0.009615,0.006410,0.000000,0.169872,0.006410,0.080128,0.019231,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
/home/ubuntu/all-idb/dataset/leukemia/Im063_1.tif,1,8918.500000,371.605133,0.811593,0.434917,0.956100,0.713766,1.110531,3.934919,0.945482,9109.000000,374.676178,0.815396,0.461431,0.960713,0.716116,1.127172,3.925733,0.944235,4.500000,47.012192,0.025586,0.998442,0.300000,0.015625,17.920778,22.161760,0.966849,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.138535,111.115982,23.048794,73.861328,7.439123,13.437406,10.909861,48.276684,11.053819,0.141449,111.448326,24.362137,74.502808,7.908462,16.154684,11.786237,49.277348,13.013461,0.002914,127.246071,86.790573,104.994766,12.252457,10.192294,11.621652,96.842934,10.056200,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-16.130089,-4.813334,111.115982,7.439123,-63.741779,3.245111,23.048794,13.437406,-31.133438,-0.711791,73.861328,10.909861,-48.566250,0.997619,48.276684,11.053819,0.979396,0.020604,0.000000,47.534031,9078999875584.000000,0.068840,0.035577,0.012667,0.070933,0.006388,0.002974,0.015200,0.064875,0.016742,0.004296,0.002533,0.004736,0.013988,0.003965,0.028417,0.075229,0.045379,0.018835,0.004296,0.021478,0.002864,0.001652,0.004296,0.021148,0.074017,0.020927,0.004516,0.017183,0.070162,0.023791,0.069831,0.172266,0.005236,0.041885,0.000000,0.136126,0.000000,0.000000,0.000000,0.047120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.015707,0.193717,0.078534,0.005236,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.230366,0.000000,0.000000,0.000000,0.078534,0.000000,0.130890,0.036649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
